year,ceremonyNum,award,won,name,movie
1942 (15th),15,CINEMATOGRAPHY (Color),,Arabian Nights ,"Milton Krasner, William V. Skall, W. Howard Greene"
1942 (15th),15,CINEMATOGRAPHY (Color),1,The Black Swan ,Leon Shamroy
1942 (15th),15,CINEMATOGRAPHY (Color),,Captains of the Clouds ,Sol Polito
1942 (15th),15,CINEMATOGRAPHY (Color),,Jungle Book ,W. Howard Greene
1942 (15th),15,CINEMATOGRAPHY (Color),,Reap the Wild Wind ,"Victor Milner, William V. Skall"
1942 (15th),15,CINEMATOGRAPHY (Color),,To the Shores of Tripoli ,"Edward Cronjager, William V. Skall"
1942 (15th),15,DIRECTING,,Kings Row ,Sam Wood
1942 (15th),15,DIRECTING,1,Mrs. Miniver ,William Wyler
1942 (15th),15,DIRECTING,,Random Harvest ,Mervyn LeRoy
1942 (15th),15,DIRECTING,,Wake Island ,John Farrow
1942 (15th),15,DIRECTING,,Yankee Doodle Dandy ,Michael Curtiz
1942 (15th),15,DOCUMENTARY,,"Africa, Prelude to Victory ",The March of Time
1942 (15th),15,DOCUMENTARY,1,The Battle of Midway ,United States Navy
1942 (15th),15,DOCUMENTARY,,Combat Report ,United States Army Signal Corps
1942 (15th),15,DOCUMENTARY,,Conquer by the Clock ,"Frederic Ullman, Jr., Producer"
1942 (15th),15,DOCUMENTARY,,The Grain That Built a Hemisphere ,"Walt Disney, Producer"
1942 (15th),15,DOCUMENTARY,,"Henry Browne, Farmer ",United States Department of Agriculture
1942 (15th),15,DOCUMENTARY,,High over the Borders ,National Film Board of Canada
1942 (15th),15,DOCUMENTARY,,High Stakes in the East ,The Netherlands Information Bureau
1942 (15th),15,DOCUMENTARY,,Inside Fighting China ,National Film Board of Canada
1942 (15th),15,DOCUMENTARY,,It's Everybody's War ,United States Office of War Information
1942 (15th),15,DOCUMENTARY,1,Kokoda Front Line! ,Australian News & Information Bureau
1942 (15th),15,DOCUMENTARY,,Listen to Britain ,British Ministry of Information
1942 (15th),15,DOCUMENTARY,,Little Belgium ,Belgian Ministry of Information
1942 (15th),15,DOCUMENTARY,,Little Isles of Freedom ,"Victor Stoloff and Edgar Loew, Producers"
1942 (15th),15,DOCUMENTARY,,Mr. Blabbermouth! ,United States Office of War Information
1942 (15th),15,DOCUMENTARY,,Mr. Gardenia Jones ,United States Office of War Information
1942 (15th),15,DOCUMENTARY,1,Moscow Strikes Back ,Artkino
1942 (15th),15,DOCUMENTARY,,The New Spirit ,"Walt Disney, Producer"
1942 (15th),15,DOCUMENTARY,1,Prelude to War ,United States Army Special Services
1942 (15th),15,DOCUMENTARY,,The Price of Victory ,"William H. Pine, Producer"
1942 (15th),15,DOCUMENTARY,,A Ship Is Born ,United States Merchant Marine
1942 (15th),15,DOCUMENTARY,,Twenty-One Miles ,British Ministry of Information
1942 (15th),15,DOCUMENTARY,,We Refuse to Die ,"William C. Thomas, Producer"
1942 (15th),15,DOCUMENTARY,,White Eagle ,Concanen Films
1942 (15th),15,DOCUMENTARY,,Winning Your Wings ,United States Army Air Force
1942 (15th),15,FILM EDITING,,Mrs. Miniver ,Harold F. Kress
1942 (15th),15,FILM EDITING,1,The Pride of the Yankees ,Daniel Mandell
1942 (15th),15,FILM EDITING,,The Talk of the Town ,Otto Meyer
1942 (15th),15,FILM EDITING,,This above All ,Walter Thompson
1942 (15th),15,FILM EDITING,,Yankee Doodle Dandy ,George Amy
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,Arabian Nights ,Frank Skinner
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,Bambi ,"Frank Churchill, Edward Plumb"
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,The Black Swan ,Alfred Newman
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,The Corsican Brothers ,Dimitri Tiomkin
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,Flying Tigers ,Victor Young
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,The Gold Rush ,Max Terr
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,I Married a Witch ,Roy Webb
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,Joan of Paris ,Roy Webb
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,Jungle Book ,Miklos Rozsa
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,Klondike Fury ,Edward Kay
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),1,"Now, Voyager ",Max Steiner
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,The Pride of the Yankees ,Leigh Harline
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,Random Harvest ,Herbert Stothart
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,The Shanghai Gesture ,Richard Hageman
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,Silver Queen ,Victor Young
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,"Take a Letter, Darling ",Victor Young
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,The Talk of the Town ,"Frederick Hollander, Morris Stoloff"
1942 (15th),15,MUSIC (Music Score of a Dramatic or Comedy Picture),,To Be or Not to Be ,Werner Heymann
1942 (15th),15,MUSIC (Scoring of a Musical Picture),,Flying with Music ,Edward Ward
1942 (15th),15,MUSIC (Scoring of a Musical Picture),,For Me and My Gal ,"Roger Edens, Georgie Stoll"
1942 (15th),15,MUSIC (Scoring of a Musical Picture),,Holiday Inn ,Robert Emmett Dolan
1942 (15th),15,MUSIC (Scoring of a Musical Picture),,It Started with Eve ,"Hans Salter, Charles Previn"
1942 (15th),15,MUSIC (Scoring of a Musical Picture),,Johnny Doughboy ,Walter Scharf
1942 (15th),15,MUSIC (Scoring of a Musical Picture),,My Gal Sal ,Alfred Newman
1942 (15th),15,MUSIC (Scoring of a Musical Picture),1,Yankee Doodle Dandy ,"Ray Heindorf, Heinz Roemheld"
1942 (15th),15,MUSIC (Scoring of a Musical Picture),,You Were Never Lovelier ,Leigh Harline
1942 (15th),15,MUSIC (Song),,"""Always In My Heart"" from Always in My Heart",Music by Ernesto Lecuona; Lyrics by Kim Gannon
1942 (15th),15,MUSIC (Song),,"""Dearly Beloved"" from You Were Never Lovelier",Music by Jerome Kern; Lyrics by Johnny Mercer
1942 (15th),15,MUSIC (Song),,"""How About You?"" from Babes on Broadway",Music by Burton Lane; Lyrics by Ralph Freed
1942 (15th),15,MUSIC (Song),,"""It Seems I Heard That Song Before"" from Youth on Parade",Music by Jule Styne; Lyrics by Sammy Cahn
1942 (15th),15,MUSIC (Song),,"""I've Got A Gal In Kalamazoo"" from Orchestra Wives",Music by Harry Warren; Lyrics by Mack Gordon
1942 (15th),15,MUSIC (Song),,"""Love Is A Song"" from Bambi",Music by Frank Churchill; Lyrics by Larry Morey
1942 (15th),15,MUSIC (Song),,"""Pennies For Peppino"" from Flying with Music",Music by Edward Ward; Lyrics by Chet Forrest and Bob Wright
1942 (15th),15,MUSIC (Song),,"""Pig Foot Pete"" from Hellzapoppin'",Music by Gene de Paul; Lyrics by Don Raye
1942 (15th),15,MUSIC (Song),,"""There's A Breeze On Lake Louise"" from The Mayor of 44th Street",Music by Harry Revel; Lyrics by Mort Greene
1942 (15th),15,MUSIC (Song),1,"""White Christmas"" from Holiday Inn",Music and Lyrics by Irving Berlin
1942 (15th),15,OUTSTANDING MOTION PICTURE,,The Invaders ,Ortus
1942 (15th),15,OUTSTANDING MOTION PICTURE,,Kings Row ,Warner Bros.
1942 (15th),15,OUTSTANDING MOTION PICTURE,,The Magnificent Ambersons ,Mercury
1942 (15th),15,OUTSTANDING MOTION PICTURE,1,Mrs. Miniver ,Metro-Goldwyn-Mayer
1942 (15th),15,OUTSTANDING MOTION PICTURE,,The Pied Piper ,20th Century-Fox
1942 (15th),15,OUTSTANDING MOTION PICTURE,,The Pride of the Yankees ,Samuel Goldwyn Productions
1942 (15th),15,OUTSTANDING MOTION PICTURE,,Random Harvest ,Metro-Goldwyn-Mayer
1942 (15th),15,OUTSTANDING MOTION PICTURE,,The Talk of the Town ,Columbia
1942 (15th),15,OUTSTANDING MOTION PICTURE,,Wake Island ,Paramount
1942 (15th),15,OUTSTANDING MOTION PICTURE,,Yankee Doodle Dandy ,Warner Bros.
1942 (15th),15,SHORT SUBJECT (Cartoon),,All Out for 'V' ,20th Century-Fox
1942 (15th),15,SHORT SUBJECT (Cartoon),,Blitz Wolf ,Metro-Goldwyn-Mayer
1942 (15th),15,SHORT SUBJECT (Cartoon),1,Der Fuehrer's Face ,"Walt Disney, Producer"
1942 (15th),15,SHORT SUBJECT (Cartoon),,Juke Box Jamboree ,"Walter Lantz, Producer"
1942 (15th),15,SHORT SUBJECT (Cartoon),,Pigs in a Polka ,"Leon Schlesinger, Producer"
1942 (15th),15,SHORT SUBJECT (Cartoon),,Tulips Shall Grow ,"George Pal, Producer"
1942 (15th),15,SHORT SUBJECT (One-reel),,Desert Wonderland ,20th Century-Fox
1942 (15th),15,SHORT SUBJECT (One-reel),,Marines in the Making ,"Pete Smith, Producer"
1942 (15th),15,SHORT SUBJECT (One-reel),1,Speaking of Animals and Their Families ,Paramount
1942 (15th),15,SHORT SUBJECT (One-reel),,United States Marine Band ,Warner Bros.
1942 (15th),15,SHORT SUBJECT (Two-reel),1,Beyond the Line of Duty ,Warner Bros.
1942 (15th),15,SHORT SUBJECT (Two-reel),,Don't Talk ,Metro-Goldwyn-Mayer
1942 (15th),15,SHORT SUBJECT (Two-reel),,Private Smith of the U.S.A. ,RKO Radio
1942 (15th),15,SOUND RECORDING,,Arabian Nights ,"Universal Studio Sound Department, Bernard B. Brown, Sound Director"
1942 (15th),15,SOUND RECORDING,,Bambi ,"Walt Disney Studio Sound Department, Sam Slyfield, Sound Director"
1942 (15th),15,SOUND RECORDING,,Flying Tigers ,"Republic Studio Sound Department, Daniel Bloomberg, Sound Director"
1942 (15th),15,SOUND RECORDING,,Friendly Enemies ,"Sound Service, Inc., Jack Whitney, Sound Director"
1942 (15th),15,SOUND RECORDING,,The Gold Rush ,"RCA Sound, James Fields, Sound Director"
1942 (15th),15,SOUND RECORDING,,Mrs. Miniver ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1942 (15th),15,SOUND RECORDING,,Once upon a Honeymoon ,"RKO Radio Studio Sound Department, Steve Dunn, Sound Director"
1942 (15th),15,SOUND RECORDING,,The Pride of the Yankees ,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director"
1942 (15th),15,SOUND RECORDING,,Road to Morocco ,"Paramount Studio Sound Department, Loren Ryder, Sound Director"
1942 (15th),15,SOUND RECORDING,,This above All ,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
1942 (15th),15,SOUND RECORDING,1,Yankee Doodle Dandy ,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director"
1942 (15th),15,SOUND RECORDING,,You Were Never Lovelier ,"Columbia Studio Sound Department, John Livadary, Sound Director"
1942 (15th),15,SPECIAL EFFECTS,,The Black Swan ,"Photographic Effects by Fred Sersen; Sound Effects by Roger Heman, George Leverett"
1942 (15th),15,SPECIAL EFFECTS,,Desperate Journey ,Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson
1942 (15th),15,SPECIAL EFFECTS,,Flying Tigers ,Photographic Effects by Howard Lydecker; Sound Effects by Daniel J. Bloomberg
1942 (15th),15,SPECIAL EFFECTS,,Invisible Agent ,Photographic Effects by John Fulton; Sound Effects by Bernard B. Brown
1942 (15th),15,SPECIAL EFFECTS,,Jungle Book ,Photographic Effects by Lawrence Butler; Sound Effects by William H. Wilmarth
1942 (15th),15,SPECIAL EFFECTS,,Mrs. Miniver ,"Photographic Effects by A. Arnold Gillespie, Warren Newcombe; Sound Effects by Douglas Shearer"
1942 (15th),15,SPECIAL EFFECTS,,The Navy Comes Through ,Photographic Effects by Vernon L. Walker; Sound Effects by James G. Stewart
1942 (15th),15,SPECIAL EFFECTS,,One of Our Aircraft Is Missing ,Photographic Effects by Ronald Neame; Sound Effects by C. C. Stevens
1942 (15th),15,SPECIAL EFFECTS,,The Pride of the Yankees ,"Photographic Effects by Jack Cosgrove, Ray Binger; Sound Effects by Thomas T. Moulton"
1942 (15th),15,SPECIAL EFFECTS,1,Reap the Wild Wind ,"Photographic Effects by Gordon Jennings, Farciot Edouart, William L. Pereira; Sound Effects by Louis Mesenkop"
1942 (15th),15,WRITING (Original Motion Picture Story),,Holiday Inn ,Irving Berlin
1942 (15th),15,WRITING (Original Motion Picture Story),1,The Invaders ,Emeric Pressburger
1942 (15th),15,WRITING (Original Motion Picture Story),,The Pride of the Yankees ,Paul Gallico
1942 (15th),15,WRITING (Original Motion Picture Story),,The Talk of the Town ,Sidney Harmon
1942 (15th),15,WRITING (Original Motion Picture Story),,Yankee Doodle Dandy ,Robert Buckner
1942 (15th),15,WRITING (Original Screenplay),,One of Our Aircraft Is Missing ,"Michael Powell, Emeric Pressburger"
1942 (15th),15,WRITING (Original Screenplay),,Road to Morocco ,"Frank Butler, Don Hartman"
1942 (15th),15,WRITING (Original Screenplay),,Wake Island ,"W. R. Burnett, Frank Butler"
1942 (15th),15,WRITING (Original Screenplay),,The War against Mrs. Hadley ,George Oppenheimer
1942 (15th),15,WRITING (Original Screenplay),1,Woman of the Year ,"Ring Lardner, Jr., Michael Kanin"
1942 (15th),15,WRITING (Screenplay),,The Invaders ,"Rodney Ackland, Emeric Pressburger"
1942 (15th),15,WRITING (Screenplay),1,Mrs. Miniver ,"Arthur Wimperis, George Froeschel, James Hilton, Claudine West"
1942 (15th),15,WRITING (Screenplay),,The Pride of the Yankees ,"Jo Swerling, Herman J. Mankiewicz"
1942 (15th),15,WRITING (Screenplay),,Random Harvest ,"Claudine West, George Froeschel, Arthur Wimperis"
1942 (15th),15,WRITING (Screenplay),,The Talk of the Town ,"Irwin Shaw, Sidney Buchman"
1942 (15th),15,SPECIAL AWARD,1,To Charles Boyer for his progressive cultural achievement in establishing the French Research Foundation in Los Angeles as a source of reference for the Hollywood Motion Picture Industry.,
1942 (15th),15,SPECIAL AWARD,1,To Noel Coward for his outstanding production achievement in In Which We Serve.,
1942 (15th),15,SPECIAL AWARD,1,"To Metro-Goldwyn-Mayer for its achievement in representing the American Way of Life in the production of the ""Andy Hardy"" series of films.",
1942 (15th),15,IRVING G. THALBERG MEMORIAL AWARD,1,Sidney Franklin,
1942 (15th),15,SCIENTIFIC OR TECHNICAL AWARD (Class II),1,"To CARROLL CLARK, F. THOMAS THOMPSON and the RKO RADIO STUDIO ART and MINIATURE DEPARTMENTS for the design and construction of a moving cloud and horizon machine. [Stage Operations]",
1942 (15th),15,SCIENTIFIC OR TECHNICAL AWARD (Class II),1,To DANIEL B. CLARK and the 20TH CENTURY-FOX FILM CORP. for the development of a lens calibration system and the application of this system to exposure control in cinematography. [Lenses and Filters],
1942 (15th),15,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,To ROBERT HENDERSON and the PARAMOUNT STUDIO ENGINEERING and TRANSPARENCY DEPARTMENTS for the design and construction of adjustable light bridges and screen frames for transparency process photography. [Special Photographic],
1942 (15th),15,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,To DANIEL J. BLOOMBERG and the REPUBLIC STUDIO SOUND DEPARTMENT for the design and application to motion picture production of a device for marking action negative for pre-selection purposes. [Laboratory],
1943 (16th),16,ACTOR,,Humphrey Bogart,Casablanca
1943 (16th),16,ACTOR,,Gary Cooper,For Whom the Bell Tolls
1943 (16th),16,ACTOR,1,Paul Lukas,Watch on the Rhine
1943 (16th),16,ACTOR,,Walter Pidgeon,Madame Curie
1943 (16th),16,ACTOR,,Mickey Rooney,The Human Comedy
1943 (16th),16,ACTOR IN A SUPPORTING ROLE,,Charles Bickford,The Song of Bernadette
1943 (16th),16,ACTOR IN A SUPPORTING ROLE,1,Charles Coburn,The More the Merrier
1943 (16th),16,ACTOR IN A SUPPORTING ROLE,,J. Carrol Naish,Sahara
1943 (16th),16,ACTOR IN A SUPPORTING ROLE,,Claude Rains,Casablanca
1943 (16th),16,ACTOR IN A SUPPORTING ROLE,,Akim Tamiroff,For Whom the Bell Tolls
1943 (16th),16,ACTRESS,,Jean Arthur,The More the Merrier
1943 (16th),16,ACTRESS,,Ingrid Bergman,For Whom the Bell Tolls
1943 (16th),16,ACTRESS,,Joan Fontaine,The Constant Nymph
1943 (16th),16,ACTRESS,,Greer Garson,Madame Curie
1943 (16th),16,ACTRESS,1,Jennifer Jones,The Song of Bernadette
1943 (16th),16,ACTRESS IN A SUPPORTING ROLE,,Gladys Cooper,The Song of Bernadette
1943 (16th),16,ACTRESS IN A SUPPORTING ROLE,,Paulette Goddard,So Proudly We Hail!
1943 (16th),16,ACTRESS IN A SUPPORTING ROLE,1,Katina Paxinou,For Whom the Bell Tolls
1943 (16th),16,ACTRESS IN A SUPPORTING ROLE,,Anne Revere,The Song of Bernadette
1943 (16th),16,ACTRESS IN A SUPPORTING ROLE,,Lucile Watson,Watch on the Rhine
1943 (16th),16,ART DIRECTION (Black-and-White),,Five Graves to Cairo ,"Art Direction:  Hans Dreier, Ernst Fegte;  Interior Decoration:  Bertram Granger"
1943 (16th),16,ART DIRECTION (Black-and-White),,Flight for Freedom ,"Art Direction:  Albert S. D'Agostino, Carroll Clark;  Interior Decoration:  Darrell Silvera, Harley Miller"
1943 (16th),16,ART DIRECTION (Black-and-White),,Madame Curie ,"Art Direction:  Cedric Gibbons, Paul Groesse;  Interior Decoration:  Edwin B. Willis, Hugh Hunt"
1943 (16th),16,ART DIRECTION (Black-and-White),,Mission to Moscow ,Art Direction:  Carl Weyl;  Interior Decoration:  George J. Hopkins
1943 (16th),16,ART DIRECTION (Black-and-White),,The North Star ,Art Direction:  Perry Ferguson;  Interior Decoration:  Howard Bristol
1943 (16th),16,ART DIRECTION (Black-and-White),1,The Song of Bernadette ,"Art Direction:  James Basevi, William Darling;  Interior Decoration:  Thomas Little"
1943 (16th),16,ART DIRECTION (Color),,For Whom the Bell Tolls ,"Art Direction:  Hans Dreier, Haldane Douglas;  Interior Decoration:  Bertram Granger"
1943 (16th),16,ART DIRECTION (Color),,The Gang's All Here ,"Art Direction:  James Basevi, Joseph C. Wright;  Interior Decoration:  Thomas Little"
1943 (16th),16,ART DIRECTION (Color),1,Phantom of the Opera ,"Art Direction:  John B. Goodman, Alexander Golitzen;  Interior Decoration:  Russell A. Gausman, Ira S. Webb"
1943 (16th),16,ART DIRECTION (Color),,This Is the Army ,"Art Direction:  John Hughes, Lt. John Koenig;  Interior Decoration:  George J. Hopkins"
1943 (16th),16,ART DIRECTION (Color),,Thousands Cheer ,"Art Direction:  Cedric Gibbons, Daniel Cathcart;  Interior Decoration:  Edwin B. Willis, Jacques Mersereau"
1943 (16th),16,CINEMATOGRAPHY (Black-and-White),,Air Force ,"James Wong Howe, Elmer Dyer, Charles Marshall"
1943 (16th),16,CINEMATOGRAPHY (Black-and-White),,Casablanca ,Arthur Edeson
1943 (16th),16,CINEMATOGRAPHY (Black-and-White),,Corvette K-225 ,Tony Gaudio
1943 (16th),16,CINEMATOGRAPHY (Black-and-White),,Five Graves to Cairo ,John Seitz
1943 (16th),16,CINEMATOGRAPHY (Black-and-White),,The Human Comedy ,Harry Stradling
1943 (16th),16,CINEMATOGRAPHY (Black-and-White),,Madame Curie ,Joseph Ruttenberg
1943 (16th),16,CINEMATOGRAPHY (Black-and-White),,The North Star ,James Wong Howe
1943 (16th),16,CINEMATOGRAPHY (Black-and-White),,Sahara ,Rudolph Maté
1943 (16th),16,CINEMATOGRAPHY (Black-and-White),,So Proudly We Hail! ,Charles Lang
1943 (16th),16,CINEMATOGRAPHY (Black-and-White),1,The Song of Bernadette ,Arthur Miller
1943 (16th),16,CINEMATOGRAPHY (Color),,For Whom the Bell Tolls ,Ray Rennahan
1943 (16th),16,CINEMATOGRAPHY (Color),,Heaven Can Wait ,Edward Cronjager
1943 (16th),16,CINEMATOGRAPHY (Color),,"Hello, Frisco, Hello ","Charles G. Clarke, Allen Davey"
1943 (16th),16,CINEMATOGRAPHY (Color),,Lassie Come Home ,Leonard Smith
1943 (16th),16,CINEMATOGRAPHY (Color),1,Phantom of the Opera ,"Hal Mohr, W. Howard Greene"
1943 (16th),16,CINEMATOGRAPHY (Color),,Thousands Cheer ,George Folsey
1943 (16th),16,DIRECTING,1,Casablanca ,Michael Curtiz
1943 (16th),16,DIRECTING,,Heaven Can Wait ,Ernst Lubitsch
1943 (16th),16,DIRECTING,,The Human Comedy ,Clarence Brown
1943 (16th),16,DIRECTING,,The More the Merrier ,George Stevens
1943 (16th),16,DIRECTING,,The Song of Bernadette ,Henry King
1943 (16th),16,DOCUMENTARY (Feature),,Baptism of Fire ,United States Army
1943 (16th),16,DOCUMENTARY (Feature),,The Battle of Russia ,United States Department of War Special Service Division
1943 (16th),16,DOCUMENTARY (Feature),1,Desert Victory ,British Ministry of Information
